[2024-11-08 10:15:26] WARNING: E_WARNING: rename(data\tmp\tmpCE14.tmp,data/cache/application/ormMetadata.php): Access is denied (code: 5)
[2024-11-08 10:15:29] WARNING: E_WARNING: rename(data\tmp\tmpDA72.tmp,data/cache/application/classmapControllers.php): Access is denied (code: 5)
[2024-11-08 10:18:05] WARNING: E_WARNING: file_put_contents(data/cache/application/slim-routes.php): Failed to open stream: No such file or directory
[2024-11-08 18:28:34] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:28:44] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:28:48] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:28:54] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:29:04] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:29:04] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:29:14] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:29:19] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:29:24] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:29:34] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:29:34] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:29:44] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:29:49] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:29:54] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:30:04] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:30:04] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:30:14] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:30:19] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:30:24] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:30:34] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:30:34] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:30:44] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:30:49] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:30:54] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:31:04] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:31:05] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:31:16] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:31:20] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:31:27] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:31:36] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:31:38] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:31:49] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:31:52] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:32:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:33:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:33:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:34:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:34:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:35:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:35:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:36:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:36:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:37:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:37:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:38:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:38:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:39:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:39:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:40:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:40:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:41:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:41:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:42:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:42:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:43:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:43:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:44:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:44:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:45:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:45:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:46:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:46:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:47:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:47:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:48:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:48:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:49:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:49:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:50:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:50:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:51:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:51:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
